artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
John Summit,Where You Are,4qDpLaFGf5ampf2DXD2TMA,80,0.56,0.832,9,-6.432,0,0.0363,0.00953,0.00541,0.546,0.0818,126.0,236000,4
Rauw Alejandro,LOKERA,1aUq8rjW1EwkAkMri4VfJy,83,0.836,0.826,11,-2.66,0,0.0461,0.213,6.03e-06,0.0814,0.579,102.025,197101,4
Morgan Wallen,Born With A Beer In My Hand,1BAU6v0fuAV914qMUEESR1,75,0.531,0.81,0,-5.475,1,0.0401,0.0502,3.95e-05,0.357,0.608,148.026,188524,4
Kali Uchis,I Wish you Roses,35SbrfbaSpGUBX7e5BPega,78,0.452,0.589,10,-8.371,0,0.0458,0.18,0.00048,0.139,0.315,141.692,219955,4
Chencho Corleone,Un Cigarrillo,4k7CNPArKLf4QuvGfMeHDk,85,0.781,0.774,6,-4.477,1,0.187,0.133,0.0,0.472,0.762,175.956,184267,4
Lil Yachty,drive ME crazy!,6luBKkFUt5wTwz7hpLhp12,77,0.492,0.807,10,-3.677,0,0.0854,0.205,0.00275,0.384,0.477,107.087,229805,4
Yandel,Yankee 150,28BSTgZH1ckI8Xfy8LXaRz,87,0.72,0.821,6,-2.488,0,0.0681,0.0953,0.000167,0.0929,0.628,167.998,242667,4
Lil Tjay,June 22nd,2uPyRKg62IcLFaGXXw0qEn,79,0.688,0.667,11,-6.195,0,0.327,0.125,0.0,0.714,0.303,159.991,190320,4
Sebastian Yatra,VAGABUNDO,1MB8kTH7VKvAMfL9SHgJmG,91,0.817,0.851,11,-3.309,0,0.0627,0.0351,0.0,0.232,0.886,127.019,215600,4
Young Thug,Cars Bring Me Out (feat. Future),2Okh2n1EHlGhviAYv75MOB,78,0.759,0.741,10,-6.065,0,0.171,0.0192,0.0,0.145,0.69,100.054,202933,4
Peso Pluma,ROSA PASTEL,4yjeRuoVickg1G87LWeRes,75,0.702,0.68,7,-5.451,0,0.0373,0.24,0.0,0.111,0.86,122.895,204253,3
Peso Pluma,77,7y2KhPccpkgRSMa3GDXjQq,82,0.484,0.746,2,-5.191,1,0.0528,0.126,0.0,0.2,0.783,130.149,215745,3
SEVENTEEN,Super,3AOf6YEpxQ894FmrwI9k96,88,0.771,0.88,8,-4.091,1,0.0857,0.162,1.41e-06,0.167,0.347,137.018,200387,4
Kassi Ashton,Drive You Out Of My Mind,0iqr64c8WWYb549HKs8sqD,74,0.661,0.933,1,-2.503,0,0.0656,0.0185,3.28e-06,0.157,0.741,123.035,212360,5
Cartel De Santa,Shorty Party,55ZATsjPlTeSTNJOuW90pW,88,0.928,0.468,2,-8.196,1,0.364,0.328,4.27e-06,0.0986,0.47,96.006,265000,4
Jonas Brothers,Summer Baby,3FyfTh70PkgooRDe4SNP0U,80,0.84,0.721,1,-5.627,1,0.0387,0.0581,3.42e-06,0.0703,0.971,116.011,161812,4
Lil Durk,Pelle Coat,6KlqjCLNImX7W9zYt2Xa7D,76,0.747,0.565,10,-8.859,1,0.096,0.00368,0.0,0.104,0.395,143.962,253739,4
Agust D,Haegeum,4bjN59DRXFRxBE1g5ne6B1,89,0.697,0.837,7,-2.651,1,0.304,0.313,0.0,0.471,0.831,85.097,168927,5
Lewis Capaldi,Wish You The Best,3gdPwk2wyOXNRnTA1KXnEr,87,0.676,0.461,3,-3.59,1,0.0304,0.555,0.0,0.0951,0.466,107.95,210880,4
Kanii,Heart Racing,2xkCK64mVslpApVL7i6Mxj,78,0.818,0.803,11,-6.755,0,0.0996,0.034,2.59e-05,0.222,0.692,119.988,156107,4
Dylan Scott,This Town's Been Too Good To Us,6vsa5VDsIaWC8oJnowU65l,75,0.696,0.555,11,-7.035,1,0.0353,0.0603,0.0,0.175,0.577,104.989,191627,4
Gunna,back at it,1h0rVgfuKa6V9DkVSLAc4Q,77,0.742,0.543,8,-8.77,0,0.211,0.125,0.0,0.237,0.407,129.091,186173,4
Cole Swindell,Drinkaby,3lg4wfPFpFLapRp2SiQQGd,74,0.593,0.918,9,-2.985,1,0.0671,0.00413,0.0,0.387,0.872,123.941,182893,4
OHGEESY,GEEKALEEK (feat. Cash Kidd),2f9JzwRy6Ofr5ixvN0ojKt,75,0.835,0.552,11,-8.039,1,0.191,0.00594,1.24e-05,0.139,0.18,105.007,146286,4
Carin Leon,Primera Cita,4mGrWfDISjNjgeQnH1B8IE,87,0.544,0.396,10,-7.804,1,0.0637,0.607,6.17e-05,0.0969,0.502,157.939,186456,3
Melanie Martinez,EVIL,6UW10CbMTvqciT3X3Ldeox,79,0.712,0.734,8,-4.91,1,0.0238,0.382,0.000173,0.0932,0.745,95.996,246295,4
Conner Smith,Creek Will Rise,5owS9iWWGd6mDlFjUFzBsw,75,0.423,0.887,1,-2.97,1,0.0537,0.0362,0.0,0.243,0.892,169.975,169293,4
Myke Towers,LALA,7ABLbnD53cQK00mhcaOUVG,94,0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,197920,4
Joyner Lucas,Cut U Off,2YIIpDEKJv6OUc7u9tVT7I,77,0.783,0.609,6,-7.222,0,0.159,0.0576,8.54e-06,0.166,0.612,77.556,203164,4
Beach Weather,"Sex, Drugs, Etc.",7MlDNspYwfqnHxORufupwq,83,0.57,0.842,4,-5.085,0,0.0381,0.0136,0.00876,0.524,0.47,143.975,196784,4
Wesley Safadão,Covardia,5y7yYXNSsT89A27DQxbmUL,85,0.656,0.913,8,-3.316,1,0.0522,0.215,0.0,0.0827,0.745,149.969,150864,4
Luke Bryan,But I Got A Beer In My Hand,3jhV8I9sIPXsjPs2ZOnSaf,75,0.404,0.788,2,-4.355,1,0.0535,0.00518,1.71e-06,0.17,0.608,208.138,176427,4
Sleep Token,The Summoning,0S38Oso3I9vpDXcTb7kYt9,77,0.395,0.701,10,-5.471,0,0.0377,0.00148,0.0049,0.05,0.148,172.965,395716,4
Nardo Wick,Hot Boy (feat. Lil Baby),31yydnZnSeCwkRPY7tlgQJ,75,0.595,0.829,2,-3.95,1,0.226,0.00594,0.000101,0.153,0.501,113.319,169893,5
Ed Sheeran,Life Goes On (feat. Luke Combs),63kLorCFyk4ZHMHPhcWOtO,79,0.599,0.328,1,-7.51,1,0.0292,0.73,0.0,0.195,0.384,77.047,210209,4
d3puu,Paper Soldier,5RmPFKZcsV6bciHOQR3jli,78,0.692,0.404,1,-16.147,1,0.196,0.213,0.0301,0.156,0.709,151.074,202002,4
Don Toliver,Embarrassed (feat. Travis Scott),6w9GrSUaQQIaMBYtabge7p,79,0.861,0.496,4,-5.537,0,0.0357,0.382,2.57e-06,0.107,0.543,116.008,192693,4
Lauren Spencer Smith,That Part,7vfCm8tEWV9lCpyY1nvJVB,82,0.548,0.445,5,-8.664,1,0.0322,0.133,0.0,0.0969,0.363,87.516,174053,3
Jimin,Face-off,3OdIiWnYRHPYtC313Z0Bwy,82,0.689,0.539,2,-7.671,0,0.048,0.178,1.45e-05,0.106,0.239,119.949,229627,4
Elle King,Lucky,6DE1vkPkMn2I77360IBb8t,74,0.537,0.851,4,-4.591,1,0.0443,0.0329,0.00105,0.131,0.155,129.022,194427,4
Morgan Wallen,Devil Don’t Know,2PsbT927UanvyH9VprlNOu,74,0.53,0.664,0,-5.648,1,0.0272,0.377,3.76e-05,0.0937,0.323,125.002,205183,4
Morgan Wallen,Good Girl Gone Missin’,5LisHkYlpdkqNYl1HZ5cKd,74,0.558,0.492,7,-7.604,1,0.0273,0.316,3.13e-05,0.0729,0.134,86.031,175031,4
Gunna,bottom,6WKh2qSTswuv8QG60Wu29F,77,0.926,0.57,10,-5.226,0,0.047,0.0551,0.00134,0.109,0.232,130.011,177347,4
The Weeknd,Can't Feel My Face,3sOsFz30ScaaqQWWqUcye6,10,0.71,0.774,9,-5.511,0,0.041,0.117,0.0,0.0967,0.61,107.96,213520,4
The Weeknd,Out of Time,2b3C5xpk9JxemS4ZlTCQwi,10,0.629,0.763,0,-4.279,0,0.0453,0.244,0.0,0.312,0.809,93.023,214191,4
The Weeknd,Blinding Lights,4RRhnslykmJL8MNnm4pDu1,0,0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,201573,4
The Weeknd,Save Your Tears,3rUJCJXh1tEoLuqkKN7FKq,4,0.685,0.816,0,-5.496,1,0.0308,0.0216,2.05e-05,0.439,0.619,118.065,215627,4
Jelly Roll,Save Me (with Lainey Wilson),4Bee3PcNdfeqO1B80dDgFn,74,0.564,0.612,0,-5.018,1,0.0248,0.382,0.0,0.11,0.146,83.03,237493,3
Young Thug,Hellcat Kenny (feat. Lil Uzi Vert),5nYygW7bTgPOhckh3uDR9L,76,0.932,0.503,8,-9.351,0,0.294,0.0661,0.0,0.0856,0.686,140.096,154467,4
Morgan Wallen,Single Than She Was,12BjylmI6NS7ydikIzbuD0,74,0.664,0.649,6,-5.946,1,0.0252,0.00761,1.01e-05,0.179,0.68,113.087,158226,4
NF,CAREFUL,7FET9gtiECWn7llt0sfvtU,77,0.834,0.834,11,-4.035,0,0.0591,0.0671,0.0,0.373,0.344,130.024,209500,4
Morgan Wallen,Me To Me,3CqT9ajcy6pY7TonEPiV4H,74,0.639,0.909,9,-4.176,1,0.048,0.145,0.0,0.144,0.554,114.04,138959,4
The Weeknd,I Feel It Coming,0yrAYgV2V7dZ2LCDlNJen9,3,0.774,0.814,0,-5.932,0,0.123,0.418,0.0,0.0862,0.56,92.976,269177,4
The Weeknd,Can't Feel My Face - Martin Garrix Remix,3JLIn5jClqAVgwQGlt2cuV,0,0.609,0.72,9,-5.551,0,0.108,0.00798,2.73e-05,0.315,0.125,128.004,252933,4
The Weeknd,Starboy,400co0vSMLhuZnYg31mG8K,0,0.676,0.588,7,-7.025,1,0.275,0.137,8.47e-06,0.137,0.484,186.012,230461,4
Morgan Wallen,180 (Lifestyle),4Q6LSSmQwn94hioXfvzdbU,74,0.589,0.901,6,-4.513,1,0.0433,0.123,1.18e-05,0.167,0.746,83.878,189157,4
Morgan Wallen,Me + All Your Reasons,68eDGmSTQgxJde9JTG7b71,74,0.504,0.827,5,-5.48,1,0.0375,0.205,0.0,0.355,0.424,146.14,174741,4
Tyler Hubbard,5 Foot 9,0U4iRayct65wsaBMQGiLbg,74,0.605,0.79,5,-5.576,1,0.0454,0.16,0.0,0.126,0.507,105.997,189773,4
Peso Pluma,LAS MORRAS,0lc2neV7ZzjZExwCIVG2B3,72,0.782,0.793,9,-5.177,0,0.0387,0.4,6.98e-06,0.0824,0.869,132.997,155551,3
Kelsea Ballerini,Blindsided,65gLItuJFVkdt3k4ibQMAz,74,0.667,0.581,0,-5.89,1,0.0375,0.227,0.0,0.112,0.407,122.016,170907,4
Luke Combs,5 Leaf Clover,52ChYmfu792MW2Ezv0whpk,75,0.423,0.58,1,-4.959,1,0.0243,0.0554,2.92e-06,0.168,0.336,82.755,211053,3
Luke Combs,Where the Wild Things Are,0eBFgRxyVSeuT4iyrbukdn,76,0.708,0.731,3,-4.872,1,0.0345,0.0189,4.47e-06,0.129,0.379,116.975,239533,4
Manuel Turizo,La Bachata,3tt9i3Hhzq84dPS8H7iSiJ,88,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,162638,4
Tim McGraw,Standing Room Only,6BOP0cv1eeXcvi1oE8bDVZ,74,0.475,0.789,1,-6.124,1,0.038,0.17,0.0,0.147,0.485,155.227,226091,4
Paris Paloma,labour,2Ggr9IfS70wYQacW8nZKPG,80,0.65,0.574,11,-10.3,0,0.101,0.396,0.000112,0.354,0.441,83.963,237745,4
Young Thug,Money (feat. Juice WRLD & Nicki Minaj),6bFsZCWWJaCyE9uly2NhAH,74,0.764,0.701,8,-4.706,1,0.0394,0.0581,0.0,0.107,0.63,149.979,266400,4
KAROL G,MAÑANA SERÁ BONITO,4bycD60yZgR6anIBtmU8UH,81,0.777,0.715,8,-4.569,0,0.0874,0.455,3.5e-05,0.326,0.245,92.006,210973,4
The Weeknd,Often - Kygo Remix,2noDo9F1BNVKBa6CGxHeCA,0,0.583,0.491,7,-9.876,0,0.0503,0.124,0.0,0.331,0.391,79.975,234400,4
Young Thug,Want Me Dead (feat. 21 Savage),3GXjlz7evuodm50dfiDDWo,76,0.84,0.61,6,-8.28,0,0.366,0.162,0.0,0.144,0.556,133.233,194707,4
Lil Mabu,RICH SCHOLAR,2hsNdc8rDVN2O5QOxbGayy,77,0.689,0.709,11,-8.094,1,0.515,0.104,0.0,0.17,0.646,170.021,118924,3
Morgan Wallen,Hope That’s True,2Ej3iV0nulryy9S3UQvjSx,73,0.586,0.838,5,-4.892,1,0.0367,0.163,0.00016,0.0858,0.776,150.114,186465,4
The Weeknd,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,85,0.522,0.641,8,-6.287,1,0.0318,0.0545,0.0,0.162,0.202,87.51,244685,4
Lana Del Rey,Peppers (feat. Tommy Genesis),2Rlso2ZNV0PaWwUYeeBYxx,82,0.487,0.515,4,-11.767,0,0.19,0.633,0.176,0.111,0.35,156.738,248928,4
Alana Springsteen,goodbye looks good on you (feat. Mitchell Tenpenny),4K3tnAfDLPZPvc3lzsrjoq,75,0.667,0.671,1,-4.2,0,0.0496,0.413,0.0,0.0809,0.695,83.962,171080,4
Lah Pat,Rodeo (Remix),035MzEbx4z2DxuRDymHXbv,80,0.752,0.56,11,-5.375,1,0.122,0.295,0.0,0.114,0.848,120.015,245959,4
$uicideboy$,"Six Lines, Two Dragons, and a Messiah",4Xid2bPvFoMcwp6NeUT2Ap,74,0.763,0.814,9,-4.161,0,0.0684,0.0914,0.000103,0.0956,0.524,110.008,166420,4
Jelly Roll,Halfway To Hell,3EON33SUQai62FI5Sv0gPT,74,0.503,0.864,2,-5.376,0,0.0637,0.00227,0.0,0.948,0.443,107.18,178440,4
Lil Mabu,TRIP TO THE HOOD,2Tzmhv6ONBv2lULdPDNwUK,76,0.711,0.517,1,-6.235,1,0.0911,0.00372,0.0,0.0716,0.672,80.94,106703,4
Halsey,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),3l6LBCOL9nPsSY29TUY2VE,86,0.431,0.736,9,-8.282,0,0.0755,0.00942,3.19e-05,0.185,0.139,83.627,180934,4
Morgan Wallen,In The Bible (feat. HARDY),2aw1aEAxMe05MZIS5XiK8U,73,0.488,0.806,1,-4.451,1,0.0291,0.0119,6.02e-06,0.111,0.509,77.014,195326,4
Morgan Wallen,Tennessee Numbers,5NzfnUyVaNrxa2VtoyBWlR,73,0.425,0.738,6,-5.368,1,0.0342,0.0487,0.00173,0.107,0.267,156.288,225128,4
Ashley McBryde,Light On In The Kitchen,2GAqIzPU7v3kfvY4hZQ9jm,73,0.629,0.548,5,-7.694,1,0.0334,0.471,2.21e-05,0.104,0.582,165.931,212120,4
Sam Smith,Unholy (feat. Kim Petras),0NZPBYD5qbEWRs3PrGiRkT,85,0.712,0.463,2,-7.399,1,0.0797,0.011,2.96e-06,0.301,0.206,131.199,156943,4
Maluma,COCO LOCO,3kmWIej9tXjSWWYc9tPjJk,86,0.783,0.868,7,-2.961,0,0.0591,0.19,0.0,0.165,0.727,109.977,166735,4
TAEYANG,Shoong! (feat. LISA of BLACKPINK),5HrIcZOo1DysX53qDRlRnt,80,0.763,0.699,11,-6.118,0,0.0554,0.00789,0.0,0.409,0.255,110.01,205101,4
NewJeans,Super Shy,5sdQOyqq2IDhvmx2lHOpwd,84,0.776,0.817,5,-6.018,0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,154667,4
Niall Horan,Heaven,5FQ77Cl1ndljtwwImdtjMy,82,0.57,0.756,5,-3.394,1,0.0257,0.0497,0.0,0.33,0.72,91.972,186043,4
David J. Dove,David J. Dove is a CovRrr,2yg7dOzRh2s7RzdpKWeXNZ,71,0.267,0.701,6,-7.162,0,0.115,0.00706,7.67e-06,0.902,0.49,83.166,104614,4
aespa,Spicy,1ULdASrNy5rurl1TZfFaMP,85,0.757,0.898,11,-1.247,0,0.0667,0.0138,0.0,0.0703,0.842,114.949,197040,4
ROSALÍA,TUYA,1HII0EIufOG0nGpWCQixbO,87,0.72,0.533,4,-5.88,0,0.152,0.603,0.00341,0.162,0.549,165.099,155088,4
Lil Mabu,On The Radar Freestyle,1K0gaqpmv9pWtIWZl4EcAG,76,0.783,0.43,5,-10.595,0,0.398,0.0721,0.0,0.133,0.598,147.198,99000,4
The Weeknd,Dollhouse (with Lily Rose Depp),5HUQPQ9E1a4er4UhB8C7Rc,74,0.404,0.538,7,-8.932,0,0.0314,0.0022,0.000495,0.347,0.0387,96.969,239784,4
Noah Kahan,The View Between Villages - Extended,5ihBtaVVMqO5VqJA5wnmfy,74,0.317,0.366,1,-10.178,1,0.0552,0.674,0.0016,0.0833,0.113,153.096,292903,4
Morgan Wallen,Outlook,3uKJ1sSJXGLCMItH0YNPkh,73,0.526,0.764,2,-6.038,1,0.0298,0.0342,6.77e-05,0.136,0.243,103.001,193713,4
A Boogie Wit da Hoodie,MVP (feat. G-Eazy),3iRCr53b2ZOvoKMTNvBn5d,76,0.801,0.706,1,-6.079,1,0.255,0.000212,0.0,0.15,0.331,138.008,173948,4
Gunna,p angels,2k2Z7yadTBdOM8oObjzslj,76,0.894,0.533,1,-7.861,0,0.412,0.124,0.0,0.109,0.392,120.031,176160,4
Madison Beer,Home To Another One,7culXP38P58h83PXwLQqyg,79,0.677,0.522,11,-7.83,0,0.0445,0.0998,0.0553,0.709,0.458,132.994,149108,4
Riley Green,Different 'Round Here,4l5w5qGInIhwfvpYmPIYdK,74,0.457,0.725,1,-5.979,1,0.0318,8.66e-05,0.000126,0.13,0.318,141.936,174992,4
The Weeknd,Like A God,6P8Rrx5cnxee40GPieLvhc,68,0.719,0.595,4,-8.233,0,0.0461,0.0193,0.00324,0.37,0.129,91.013,226813,4
TOMORROW X TOGETHER,Sugar Rush Ride,0rhI6gvOeCKA502RdJAbfs,83,0.712,0.893,10,-3.995,0,0.0851,0.00788,0.0,0.169,0.828,125.022,186571,4
Corey Kent,Wild as Her,3kXH9BQq0TyNliiP1MIE6N,73,0.5,0.748,0,-5.927,1,0.0364,0.00291,0.0,0.112,0.448,148.009,201067,4
Natanael Cano,Mas Altas Que Bajadas,5PLqXnvHH7Gh6CcfiUEr7e,84,0.6,0.6,2,-7.715,0,0.115,0.00388,0.0,0.122,0.595,90.435,194920,3
XG,LEFT RIGHT,3v5o91PrUtf0nmO6j8J7dZ,80,0.767,0.721,1,-5.586,1,0.0456,0.153,1.52e-06,0.108,0.884,150.065,208066,4
Lil Durk,Grandson (feat. Kodak Black),2iUQCloOfXTzjZAyW23pGf,73,0.682,0.376,1,-11.157,1,0.302,0.00272,0.000303,0.108,0.166,149.809,140800,4
Morgan Wallen,Tennessee Fan,7ya4zrCKDslIfrztqglRIP,73,0.481,0.837,6,-4.763,1,0.0305,0.0765,1.02e-06,0.0834,0.56,76.033,198255,4
The Chainsmokers,See You Again,1wYTR3Hg5rBQcdfxGEdsx0,77,0.478,0.497,4,-4.992,1,0.0304,0.0844,0.00118,0.178,0.209,144.046,163452,4
beabadoobee,Glue Song (feat. Clairo),0tMMPZEt6Gyrl9FI8zSicm,79,0.621,0.393,1,-9.553,1,0.0275,0.778,0.00703,0.104,0.53,113.925,135067,3
Charli XCX,Speed Drive (From Barbie The Album),5VxmI3IdgAxWVvUnJoLuY2,81,0.652,0.879,0,-6.405,1,0.0784,0.00284,0.0896,0.0918,0.789,173.925,117810,4
Morgan Wallen,Keith Whitley,1vcJdUJDM2NVXBsGncmLyh,73,0.322,0.693,6,-4.366,1,0.0281,0.0884,0.000316,0.0853,0.228,83.233,187519,4
LUCKI,Leave Her,0MZGwYb5mTATbmoi671wEg,73,0.838,0.369,1,-10.473,0,0.213,0.128,1.84e-06,0.101,0.258,141.965,136903,4
BigXthaPlug,Levels,6hgTMdO3CyXlNQJ1K58ruH,72,0.801,0.555,5,-7.47,1,0.241,0.114,0.0,0.561,0.49,121.935,157377,4
j-hope,on the street (with J. Cole),5wxYxygyHpbgv0EXZuqb9V,83,0.681,0.821,11,-5.12,0,0.131,0.532,0.00111,0.0921,0.813,94.074,214701,4
JVKE,"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long / FAST X Soundtrack)",0ApadYqa3GRQkJJ3E7pQDJ,85,0.57,0.635,1,-6.641,1,0.121,0.186,0.0,0.0874,0.364,84.856,176455,4
Brothers Osborne,Nobody's Nobody,1Q7kOSZkgeCkVpWRmNBAcI,73,0.58,0.755,5,-6.239,1,0.0264,0.0358,0.113,0.109,0.651,94.905,189071,4
Kelsea Ballerini,Mountain With A View,2fBvSCdG3lDjImqJvnYtvq,73,0.436,0.434,10,-7.153,1,0.0502,0.679,0.0,0.419,0.447,117.836,177920,4
KAROL G,CAIRO,16dUQ4quIHDe4ZZ0wF1EMN,83,0.957,0.677,5,-3.979,0,0.292,0.483,0.000438,0.0961,0.469,115.0,198667,4
Jimin,Alone,5Hfnps0jaWFpYg55WOPexG,81,0.593,0.446,0,-7.776,0,0.0266,0.283,0.0,0.119,0.168,102.057,211251,4
KAI,Rover,3WUyu94psXrYV6HZbXgcFA,84,0.629,0.806,1,-2.034,0,0.201,0.0212,0.000487,0.0955,0.545,186.022,174507,4
Metro Boomin,Nas Morales (Metro Boomin & Nas),4mTKCa00WAZS2ag4GYwu0t,78,0.396,0.672,2,-7.6,1,0.155,0.107,1.66e-05,0.305,0.455,147.78,167093,3
Morgan Wallen,F150-50,77kye8TttXpEbvgoiVjZdo,73,0.541,0.754,7,-5.453,1,0.0276,0.0653,0.0,0.109,0.37,90.904,191635,4
Morgan Wallen,Last Drive Down Main,3NsqLy0x8l9VyNfOHQTNHs,73,0.45,0.846,6,-4.091,1,0.0447,0.116,3.21e-05,0.263,0.598,160.045,193164,4
Chino Pacas,Negro Como La Pantera,1QpM1kB7sggMOBuWUNUnfg,78,0.679,0.785,1,-6.436,1,0.0364,0.0802,0.0,0.127,0.819,91.043,129953,3
Tory Lanez,Hurts Me,0MGcVD2mf0mGE5mS5z8GGm,78,0.558,0.721,8,-8.1,0,0.0335,0.00345,3.73e-05,0.18,0.642,150.014,155187,4
Don Omar,Podemos Repetirlo,0If7xxzqs7Dv1SSO2MFKXF,83,0.858,0.691,7,-6.805,0,0.111,0.0289,0.0,0.0811,0.792,167.915,211708,4
Wisin,MI EXXX,5hHzqkPU6TQxWtV2cJqsMp,82,0.759,0.674,4,-7.259,0,0.0503,0.0354,0.0697,0.0696,0.34,95.981,194471,4
Doechii,What It Is (Block Boy) (with Kodak Black),1O8zCu3dLLPxkbGfIsbRgE,83,0.731,0.744,1,-5.77,0,0.174,0.109,0.0,0.123,0.727,171.859,223344,4
Sleep Token,Take Me Back To Eden,2Gt7fjNlx901pPRkvBiNBZ,76,0.511,0.625,3,-7.911,0,0.0494,0.0504,0.00011,0.311,0.107,118.064,500117,4
Danny Towers,Florida Water (feat. Luh Tyler),1UFCw2ZU50ZXdjHUtKg9mp,73,0.501,0.655,1,-9.482,1,0.596,0.206,0.0,0.1,0.605,79.797,223708,4
Conan Gray,Never Ending Song,5BI0zQZciyoQfJxsu8CIn9,79,0.58,0.79,2,-6.575,1,0.0329,0.00486,9.61e-05,0.322,0.567,141.912,155203,4
Lumi Athena,LET ME SEE YA MOVE!,5z6IuFSIc3OrZGDC2Q9icP,78,0.487,0.991,2,-2.454,0,0.137,0.00473,0.00316,0.379,0.439,142.041,121734,4
PinkPantheress,Angel (From Barbie The Album),0CpfO9VNiW0OGIaZO6zO3n,77,0.676,0.693,2,-6.322,1,0.0548,0.18,0.108,0.194,0.617,115.015,123821,4
Márcia Fellipe,Chance Boa,7zme2HMHGmCuaiSTGuBAUn,75,0.469,0.823,5,-2.123,1,0.0508,0.385,0.0,0.561,0.745,155.641,158263,4
Kelsea Ballerini,Penthouse,5rCt377EMkCJ0D0sldd5t8,74,0.499,0.447,5,-5.083,1,0.0367,0.706,0.0,0.0868,0.53,75.068,183080,4
Young Miko,ID,0crVjW9Jz8ktVuVXoUi187,83,0.798,0.751,1,-3.464,1,0.197,0.0654,3.48e-05,0.0666,0.671,91.124,235525,4
d4vd,Sleep Well,5ye1TParxcolbnNsOXO8qE,82,0.358,0.363,8,-10.559,1,0.034,0.786,7.04e-06,0.142,0.173,151.15,175875,3
HARDY,wait in the truck (feat. Lainey Wilson),49GYvCcvMQq1SY3f7Y347h,72,0.534,0.466,6,-6.98,1,0.0272,0.277,0.0,0.0979,0.23,140.0,277660,4
NF,HOPE,12cZWGf5ZgLcKubEW9mx5q,77,0.546,0.787,0,-4.023,0,0.212,0.396,0.0,0.0619,0.497,100.559,264473,3
Lana Del Rey,A&W,5nW4z3pfZgJAJ2QTCz9AIE,81,0.421,0.247,10,-14.655,1,0.143,0.665,0.375,0.115,0.139,161.468,433916,4
Bring Me The Horizon,LosT,5BgnL6gHauuvxe4Ok6W1aC,82,0.396,0.939,9,-3.155,0,0.227,0.000285,0.0,0.212,0.39,185.081,205368,4
Kanii,I Know,2RkMSIqUdveO3p8KVpYBYI,76,0.65,0.474,11,-10.902,0,0.14,0.486,0.000235,0.0729,0.279,134.073,152593,4
Grupo Marca Registrada,Di Que Sí,0pliiCOWPN0IId8sXAqNJr,78,0.571,0.584,9,-5.38,1,0.0501,0.0738,0.0,0.0591,0.783,182.317,190554,4
Jessie Murph,Texas (feat. Maren Morris),7IP075Nyr92maaJNS52hUM,75,0.473,0.591,3,-6.902,1,0.041,0.692,5e-05,0.0914,0.255,75.773,198107,4
KAROL G,GUCCI LOS PAÑOS,3CNbrXrUrEARw8zeKNCdYo,80,0.791,0.45,2,-3.001,1,0.0393,0.542,0.0,0.185,0.87,157.953,186453,3
Juice WRLD,The Light,6j5BK1cFX9TjJd5EXHGgAn,76,0.634,0.844,10,-3.809,0,0.042,0.0766,0.0,0.0904,0.246,85.036,172218,4
Sha Gz,New Opp,2TeC1gKpfWDJYwFf6udy6k,75,0.764,0.687,0,-7.759,1,0.269,0.321,3.1e-06,0.102,0.479,148.867,94099,4
Gabito Ballesteros,Ya Corazón,49lbKqbCI8SmJfW64OYXGZ,81,0.646,0.532,8,-7.434,1,0.0254,0.0783,2.97e-06,0.359,0.368,89.942,177667,3
SleazyWorld Go,Off The Court (with Polo G & Einer Bankz),1o8NmBVhT1PeADJhmAi7vZ,73,0.719,0.621,8,-7.101,1,0.336,0.0736,0.0,0.15,0.475,76.843,193938,4
Morgan Wallen,Wine Into Water,0oPRfdP48RM4bd3xBFyiRo,72,0.564,0.829,6,-5.842,1,0.0281,0.0466,0.000184,0.118,0.393,122.038,223968,4
Moneybagg Yo,Motion God,4FpgCVHDfwcHQ17hJ9SyuL,73,0.85,0.761,11,-5.923,1,0.275,0.0063,0.0,0.12,0.616,155.039,142437,4
Tainy,PASIEMPRE,5NhLA2P7AiV3cloVmwtwLS,85,0.654,0.811,0,-4.18,1,0.106,0.0401,0.0,0.424,0.432,163.303,343663,4
Babyface Ray,Ron Artest,4Wlz0HsHZlJy0NDK2h6jq6,72,0.836,0.54,1,-8.629,1,0.327,0.158,0.0,0.302,0.277,121.979,153392,4
Brett Young,Dance With You,5SIb4S2seQAeCHPXxiNHBL,73,0.546,0.509,7,-6.683,1,0.0297,0.222,8.02e-06,0.104,0.525,169.875,183542,4
Falling In Reverse,Last Resort - Reimagined,73GKs8oNFFmtomWj7EsSU0,78,0.356,0.333,5,-6.892,0,0.0314,0.317,0.0,0.0849,0.12,140.133,283714,4
Daniel Caesar,Always,2LlOeW5rVcvl3QcPNPcDus,86,0.603,0.441,9,-8.178,1,0.0518,0.692,1.46e-06,0.105,0.167,136.137,225313,4
