artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Linkin Park,Fighting Myself,2ipYQ6pcabz1NovVrr9LKH,77,0.626,0.909,1,-4.419,0,0.131,0.00205,5.19e-06,0.29,0.737,140.027,201429,4
Dominic Fike,How Much Is Weed?,44KWbTVZev3SWdv1t5UoYE,71,0.691,0.813,1,-4.49,1,0.0393,0.201,0.132,0.128,0.537,154.122,125055,4
Lil Durk,Belt2Ass,0txehYCgDcWarBnMOatu1D,69,0.691,0.548,1,-7.887,1,0.126,0.0101,0.0,0.0831,0.124,145.959,159452,4
Jelly Roll,The Lost,6hwoshi6F3hl323YeLGNuM,68,0.584,0.853,1,-4.685,1,0.0378,0.00417,0.0,0.102,0.622,117.988,199547,4
Natanael Cano,Eres,6GM5l4aJ9aOhGStxODvNBm,81,0.773,0.54,7,-7.407,0,0.0272,0.33,0.0,0.128,0.921,124.976,172360,3
Stray Kids,GET LIT,7dqUVy6c69qzuAtIFbNeZ8,78,0.815,0.909,7,-2.252,0,0.101,0.15,0.0,0.286,0.827,100.053,171000,4
Quavo,Greatness,2eN0rxTtgxKkmVCNgizayr,73,0.825,0.718,1,-2.896,1,0.0518,0.0732,0.000157,0.142,0.919,139.983,185001,4
Kip Moore,Damn Love,7uuMtZ0IkdybIPJvvwfHaI,69,0.646,0.822,4,-6.305,1,0.039,0.314,0.0,0.103,0.288,109.974,190667,4
KARD,ICKY,1OhotmnsJBmsHaKwACYMgJ,76,0.81,0.841,7,-1.843,1,0.097,0.0443,0.0,0.161,0.697,112.002,179240,4
d4vd,This Is How It Feels (with Laufey),6BQPRUFGHsgtNYJxuwhktR,74,0.312,0.229,2,-11.656,1,0.0327,0.931,0.0,0.165,0.239,132.493,284305,3
Arijit Singh,"Sawan Aaya Hai (From ""Creature 3D"")",4DCN1LSqCJSMgcLKawBOCz,1,0.515,0.671,10,-7.51,0,0.159,0.26,1.49e-06,0.14,0.376,80.181,288177,4
Arijit Singh,"Kabhi Jo Baadal Barse (From ""Jackpot"")",2S0PSTnv7mgsVUFqKWQC8e,3,0.452,0.449,0,-6.702,0,0.0293,0.261,0.0,0.143,0.215,149.802,254300,4
Arijit Singh,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"") - Club Mix",5cZxCAdhAnsDohtz0dyY2f,3,0.617,0.883,1,-7.57,0,0.0433,0.0205,0.0,0.617,0.437,127.97,188526,4
Arijit Singh,"Tum Hi Ho (From ""Aashiqui 2"")",1VXANfAw4FB5qT3ePBpMLp,3,0.529,0.451,5,-6.25,0,0.025,0.788,0.0,0.122,0.309,94.054,261974,4
XG,GRL GVNG,5OqMZ8In8CkCa0SbknnDPl,79,0.765,0.65,6,-6.043,1,0.0372,0.0669,0.0,0.204,0.409,131.022,188093,4
TWICE,MOONLIGHT SUNRISE,5NcLyVjUgG0yfwHgr5t81w,77,0.749,0.781,1,-3.265,1,0.0578,0.392,2.12e-06,0.086,0.606,125.09,180320,4
Pop Money,Another Dimension,0qiYnY0y5P9gqq6THGzhaI,74,0.629,0.613,2,-6.466,1,0.0384,0.246,8.17e-06,0.112,0.227,149.848,179333,4
Rundown Spaz,First Day Out (Freestyle),7AtQxohgEu5dRYdcY4gB6G,68,0.874,0.202,1,-16.814,1,0.798,0.0728,0.0,0.14,0.3,134.989,142740,4
Grupo Marca Registrada,El Rescate,5xzGmQsjbPuIZ6GtPdVuEq,76,0.793,0.63,7,-8.512,0,0.0797,0.314,0.000274,0.0606,0.589,99.296,154688,3
JayO,22,1QxTmNDHFmgaxgAolqqgAD,78,0.534,0.821,5,-7.463,1,0.107,0.693,1.02e-05,0.078,0.509,111.032,142120,5
Tyga,West Coast Weekend,3qnznOzVFYuDWjidDAxEV4,71,0.838,0.78,2,-4.996,1,0.233,0.303,0.0,0.263,0.815,106.989,199626,4
Stray Kids,Collision,2vukoriV9e7oyOojN1NtsB,77,0.727,0.782,3,-3.586,1,0.0433,0.217,0.0,0.276,0.544,149.972,157627,4
Parker McCollum,Handle On You,4reXo2zg1uhEIpUAacDb9C,68,0.591,0.928,6,-3.925,1,0.0316,0.00441,0.0,0.291,0.619,105.025,219968,4
Skrillex,RATATA,4wteGC0HtLeZWjDcczc4Pw,75,0.889,0.6,9,-10.603,1,0.144,0.0145,0.0,0.08,0.501,123.978,126774,4
Bad Gyal,Chulo pt.2,0J9g1MMJDhyvOb3NWckHMm,82,0.852,0.881,5,-2.546,0,0.126,0.0602,6.44e-06,0.0682,0.556,96.984,219333,4
$uicideboy$,Realism VS Idealism,7qMjBggnUBWYnyCAcECkHh,70,0.855,0.964,0,-3.378,1,0.13,0.245,0.109,0.113,0.814,160.051,158844,4
EXO,Let Me In,5e6hUjvQG2inD4Svco0PvP,81,0.549,0.675,1,-4.964,0,0.045,0.461,0.0,0.171,0.373,84.013,197533,4
Ed Sheeran,Bad Habits,483IoJTnBemqoaVUPsN8Ng,5,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4
Ed Sheeran,Galway Girl,2sacks0MZw88WuPDTGAtMe,6,0.599,0.813,9,-5.882,1,0.0846,0.0783,0.0,0.476,0.809,100.192,168253,4
Ed Sheeran,Perfect,263i5aMb8mgJuNS0InAdDE,3,0.598,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,263400,3
Ed Sheeran,Castle on the Hill,0V7xQxG20VpbZs4ZiDY9wO,0,0.461,0.834,2,-4.868,1,0.0991,0.0231,1.16e-05,0.14,0.469,135.007,261154,4
Ed Sheeran,Bad Habits - Joel Corry Remix,6F7UfLQrsb6N6q9IjZ3ava,2,0.768,0.935,11,-4.902,0,0.0598,0.0488,0.00117,0.339,0.8,125.971,189577,4
Ed Sheeran,Visiting Hours,0KpNY8uIZQXZeZujFgs7Sr,0,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,215507,4
Ed Sheeran,Happier - Tiësto's AFTR:HRS Remix,3K5MpNALhLBDyQ1OGFU8BP,0,0.684,0.823,0,-4.881,1,0.0296,0.00569,7.27e-06,0.201,0.384,117.994,216000,4
Ed Sheeran,Shape of You,3vpcyuRjcLILQlD2t7IKjX,0,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
Ed Sheeran,Noche de novela,59qu6TO3nzKjPkegD2vpcO,1,0.522,0.585,7,-7.205,1,0.129,0.00208,0.0,0.0909,0.411,97.99,191896,4
Ed Sheeran,Thinking Out Loud,6IDbVtzcgk9ZPwi0SQZXdL,0,0.781,0.445,2,-6.061,1,0.0296,0.474,0.0,0.184,0.591,78.997,281560,4
Ed Sheeran,I Don’t Care,5n7MPl5WK7VOoFZsZuprMx,1,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947,4
Ed Sheeran,Celestial,1mNckmWpLxtwVcLlgJWAix,0,0.574,0.852,2,-1.248,1,0.0397,0.0529,0.0,0.161,0.501,123.038,209027,4
Ed Sheeran,Merry Christmas,0xNh156cf8QdrUO2m5seFO,0,0.594,0.935,0,-2.018,1,0.0357,0.243,2.36e-06,0.102,0.602,113.99,208547,4
Ed Sheeran,Photograph,5ILhzGQ3BZujAIV1oNJWWk,0,0.718,0.379,4,-10.48,1,0.0359,0.607,0.000472,0.0986,0.22,108.033,258987,4
Ed Sheeran,Afterglow,3iS8c54vOOfAfHfe5Jhl48,3,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,185487,4
Ed Sheeran,Autumn Leaves,7piN1bZdNczOGmocU10PbS,0,0.555,0.257,10,-12.637,1,0.0299,0.892,1.42e-06,0.124,0.431,89.013,200756,4
Ed Sheeran,Shivers,7x61Wans0eFHQ8ruzuQh7H,1,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
Ed Sheeran,The Joker and the Queen,4pmoI2QnWrbTsnTOLAzMLV,1,0.567,0.211,0,-9.975,1,0.0315,0.952,5.24e-05,0.275,0.289,134.019,185587,4
ILLENIUM,Eyes Wide Shut,556awMv4WQP0h1VXMU8rSU,73,0.573,0.848,4,-3.413,1,0.0474,0.0122,2.29e-05,0.4,0.418,89.978,152332,4
BRELAND,For What It’s Worth (feat. Alana Springsteen),5b4n4Lp2ZAPDGO9nQM5IHR,68,0.625,0.727,1,-4.532,1,0.0378,0.0985,0.0,0.101,0.654,146.154,176618,4
Melanie Martinez,VOID,1QvvLc5UihfQ2nOxzhjuek,72,0.715,0.656,9,-7.257,1,0.0421,0.178,0.0378,0.186,0.415,99.996,247875,4
Aabhi,Break,1G60WH7wGf6vgQeWjeG747,72,0.381,0.447,9,-14.473,1,0.0288,0.0362,0.839,0.118,0.492,159.468,177029,4
Noah Kahan,Strawberry Wine,66wJkV0KgbGSBHkHDd8tp2,70,0.447,0.153,0,-17.435,1,0.031,0.922,0.000444,0.0965,0.258,102.99,285913,4
Melanie Martinez,TUNNEL VISION,183WuVX0zsr0dHydHkKtGQ,73,0.483,0.412,8,-10.038,0,0.0441,0.731,0.00245,0.403,0.581,180.111,284771,4
Elley Duhé,MONEY ON THE DASH,1p0jBDjxORjYNJyAphBRpE,79,0.84,0.667,8,-7.126,1,0.0843,0.0439,1.34e-05,0.179,0.292,120.044,145667,4
glichery,Sea Of Problems,3VvcKToPY3diGRjERt8NvD,83,0.743,0.684,7,-10.807,0,0.033,0.00335,0.945,0.0989,0.867,127.996,110625,4
NCT DREAM,Broken Melodies,5OehhztxLfJeCxUMbFfPy6,73,0.577,0.821,1,-2.984,1,0.0492,0.186,0.0,0.18,0.392,150.023,226160,4
Sleep Token,The Apparition,21eMasL93nEafqRwlI851z,72,0.452,0.687,1,-6.939,0,0.0456,0.0112,6.41e-05,0.294,0.215,137.98,268160,4
Tainy,11 Y ONCE,1YUTTfAThKaxEYP9Zfv21V,78,0.788,0.778,8,-2.17,0,0.0329,0.0292,2.43e-05,0.0452,0.646,121.976,196701,4
DD Osama,Let's Do It (feat. NLE Choppa & Dee Play4Keeps),2g2Lp3kUkZ4HqtxBrDu5Tt,70,0.777,0.751,0,-8.621,1,0.379,0.264,0.0,0.0729,0.82,73.987,155784,4
Melanie Martinez,DEATH,4wFvGKW4jxTgIHLFoOtRMs,73,0.362,0.545,1,-8.962,1,0.0665,0.105,9.97e-06,0.288,0.448,181.895,306656,4
Kameron Marlowe,I Can Lie (The Truth Is),5qqIccBZC1LfSGPU04Px26,69,0.409,0.554,4,-5.977,1,0.0282,0.000937,0.0153,0.172,0.391,66.247,210065,3
Meghan Trainor,Mother,69ZzhvHnSSnzMO8SMYEJWb,77,0.751,0.661,9,-6.131,1,0.0871,0.124,0.0,0.456,0.761,120.052,147481,4
Jessie Murph,Pray,7MOCaEUbfGyq1K96umNVwJ,77,0.588,0.39,8,-7.753,1,0.0578,0.726,1.26e-05,0.0965,0.206,96.571,146267,4
Bailey Zimmerman,Fix'n To Break,26YvZWW29FXHaSRQzajRYv,69,0.455,0.721,5,-6.421,1,0.0269,0.376,2.37e-06,0.116,0.362,152.031,232895,4
Rema,Charm,1iBWjQ9af9NnUd5xnQDB3k,81,0.768,0.663,4,-6.901,0,0.0355,0.581,0.0,0.0974,0.559,96.039,204750,4
FLO,Fly Girl (feat. Missy Elliott),2sITbbWIOeg2Lwp4WN2jqr,75,0.698,0.846,8,-3.735,0,0.0981,0.406,0.0,0.204,0.726,103.968,205385,4
